Blade	Speed	Control	Stiffness 	Hardness 	Consistency 	Overall	Ratings	Price
Nittaku Latika	8.1	8.9	4.5	4.9	10.0	9.2	17	67
Nittaku Latika 7	8.3	9.0	3.0	3.7	(not rated)	9.0	1	90
Nittaku Latika Carbon	9.2	9.4	5.0	5.2	9.0	9.6	5	179
Nittaku Latika Light	9.0	9.4	3.0	3.7	10.0	9.6	1	51
Nittaku Lialox	8.6	8.6	5.0	6.3	10.0	8.6	4	90
Nittaku Lonbaldia 7	9.3	7.1	5.0	6.7	10.0	8.6	1	59
Nittaku Longer	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nittaku Ludeack	8.6	9.1	4.7	5.8	10.0	9.5	16	100
Nittaku Ludeack Fleet	9.1	8.3	6.3	6.2	8.6	8.9	12	199
Nittaku Ludeack Power	8.9	9.1	6.0	6.0	(not rated)	9.0	2	113
Nittaku Lumilas	8.8	8.7	3.0	4.0	10.0	9.4	6	65
Nittaku Ma Long Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	180
Nittaku Ma Long Five	8.0	9.0	3.0	3.7	(not rated)	8.5	1	145
Nittaku Ma Long Seven	9.2	8.7	5.0	5.2	(not rated)	8.5	1	180
Nittaku Meister Basaltec Inner	8.5	9.3	5.0	5.2	(not rated)	9.0	1	250
Nittaku Meister Basaltec Outer	8.7	9.7	7.0	4.2	10.0	10.0	3	250
Nittaku Meister Holz Sieben	8.6	9.5	6.3	5.7	10.0	9.0	3	250
Nittaku Meran	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	118
Nittaku Miyabi	8.5	8.3	4.8	1.8	8.8	9.1	8	90
Nittaku Monophonic	7.0	9.5	7.0	5.2	(not rated)	(not rated)	1	53
Nittaku Narcus	8.8	8.6	6.7	5.6	10.0	9.4	9	50
Nittaku Negia	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Nittaku New Defence	4.0	10.0	7.5	3.0	7.5	8.5	2	40
Nittaku Noveliar	9.7	9.7	7.0	5.2	10.0	10.0	1	129
Nittaku Oxford	7.9	9.5	5.0	5.2	10.0	9.0	3	85
Nittaku Piecea	9.0	9.0	7.0	2.2	10.0	9.9	1	80
Nittaku Redshank	8.3	9.1	4.8	6.3	10.0	9.2	9	50
Nittaku Resist	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Nittaku Resist II	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Nittaku Resoud (Resound)	10.0	9.9	7.0	10.0	10.0	10.0	3	1000
Nittaku Rising	8.1	8.6	2.7	6.2	6.7	8.6	3	42
Nittaku Ristal	7.0	8.0	3.0	2.2	10.0	8.0	1	40
Nittaku Rorin	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	149
Nittaku Rorin King	10.0	8.5	0.0	5.2	10.0	9.5	2	275
Nittaku Runlox-5	8.7	8.2	3.5	4.8	8.8	9.0	4	90
Nittaku Russelfor 9.2	9.2	8.8	7.0	2.2	10.0	9.0	1	50
Nittaku Rutis	8.7	8.3	5.4	7.4	9.4	9.0	9	110
Nittaku Rutis J	8.6	8.4	7.0	7.2	10.0	8.5	4	110
Nittaku Rutis Power	9.6	9.1	6.0	7.5	10.0	9.5	2	115
Nittaku Rutis Revo	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	100
Nittaku S-Series S-5	9.1	9.2	7.0	5.2	10.0	9.0	2	99
Nittaku S-Series S-7	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	120
Nittaku S-Series S-CZ	9.0	9.5	3.0	3.7	(not rated)	9.4	1	140
Nittaku Sanalion R-H	9.0	9.0	3.0	5.2	10.0	9.0	1	49
Nittaku Sanalion S	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Nittaku Septear	8.4	8.4	4.7	3.7	9.7	9.2	17	50
Nittaku Septear Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	110
Nittaku Septear Lead	8.7	9.5	4.5	5.2	10.0	9.9	4	60
Nittaku Shake Defence	6.5	9.0	6.3	7.3	8.9	8.6	11	110
Nittaku Shellshock	8.5	8.0	5.0	3.7	5.0	8.8	1	60
Nittaku Steak R-H	9.0	9.0	3.0	3.7	10.0	9.0	1	59
Nittaku Survelian	8.5	8.3	4.7	5.4	8.6	9.3	8	65
Nittaku Telion	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	55
Nittaku Tenaly	8.4	9.0	5.0	3.7	10.0	10.0	1	65
Nittaku Tenaly Acoustic	7.0	9.0	7.0	3.7	(not rated)	10.0	1	156
Nittaku Tenaly Carbon	9.0	8.0	5.0	5.2	10.0	9.0	1	96
Nittaku Tenor	9.1	8.9	6.9	6.8	9.4	9.6	17	177
Nittaku Tesura	8.2	8.6	(not rated)	(not rated)	(not rated)	8.5	1	50
Nittaku Tiluna	7.0	9.5	7.0	5.2	10.0	9.0	1	83
Nittaku Titanbeat	9.9	6.9	3.0	3.7	10.0	9.2	1	124
Nittaku Tornado King	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	120
Nittaku Tornado King Power	10.0	10.0	5.0	5.2	10.0	10.0	1	185
Nittaku Tornado King Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	165
Nittaku Torua	7.2	8.7	4.0	3.2	7.0	8.8	10	46
Nittaku Violin	8.3	9.0	3.1	5.0	9.5	9.4	37	165
Nittaku Violin Carbon	8.5	8.0	5.0	6.7	(not rated)	9.0	1	183
Nittaku Violin J	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	135
Nittaku Vioncello	6.0	9.4	(not rated)	(not rated)	10.0	8.9	1	180
Nittaku Willtria	6.2	9.8	4.0	1.1	10.0	9.0	3	70
Nittaku Wolfeed P-H	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Nittaku Wolfeed-R	9.9	9.2	5.7	6.7	10.0	10.0	3	100
Nittaku Wonder Blade	7.7	8.0	5.7	6.7	10.0	8.7	3	77
OSP Expert ALL+	7.6	9.3	3.4	5.9	8.6	9.4	13	112
OSP Immune Active Def	6.9	9.6	3.7	4.7	10.0	9.5	3	128
OSP Immune Active OX	7.0	9.8	5.0	5.2	10.0	9.8	1	132
OSP Immune OX	7.0	9.8	5.0	5.2	10.0	9.8	1	119
OSP Immune OX Classic	7.0	10.0	5.0	5.2	10.0	9.8	1	137
OSP Martin CRW UFS	9.8	9.2	10.0	5.2	10.0	9.8	1	152
OSP Martin OFF Pro	9.3	9.0	7.0	6.7	10.0	9.9	1	139
OSP Musko OFF Pro	9.3	8.5	7.0	8.2	10.0	9.7	1	140
OSP Ultimate II	9.2	8.5	5.0	2.2	10.0	10.0	1	130
OSP Ultimate OFF	8.7	8.8	5.7	4.7	10.0	10.0	3	125
OSP V'King OFF	9.0	9.2	6.0	6.7	10.0	9.5	2	155
OSP Virtuoso CRWi UNI OFF	8.8	8.7	5.0	6.2	8.3	8.7	3	106
OSP Virtuoso OFF-	8.1	9.2	3.8	4.3	9.3	9.3	36	112
OSP Virtuoso+	8.5	8.8	4.8	6.0	10.0	9.0	8	120
Palio B1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	21
Palio B2	9.0	8.0	(not rated)	(not rated)	(not rated)	(not rated)	1	21
Palio B21	9.0	8.5	7.0	6.7	10.0	8.5	2	20
Palio B3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	21
Palio Bow	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	99
Palio C1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Palio C2	9.0	8.0	5.0	6.7	5.0	(not rated)	1	35
Palio C3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Palio C5	9.0	7.0	5.0	5.2	0.0	8.0	2	46
Palio C6	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Palio C88	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Palio CAT	7.9	8.7	5.0	3.7	10.0	8.9	8	22
Palio ChiXiao	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	76
Palio Chopper 1	7.1	8.3	6.3	4.7	(not rated)	9.0	3	22
Palio Conqueror	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Palio Drunken Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Palio Emperor Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	27
Palio ENERGY 01	8.3	9.9	5.0	3.7	10.0	9.8	1	18
Palio ENERGY 02	8.5	9.5	5.0	6.0	10.0	8.9	2	20
Palio ENERGY 03	8.7	9.4	5.9	6.1	9.7	9.1	16	15
Palio ENERGY 04	9.0	9.0	6.3	6.2	10.0	9.5	6	28
Palio ENERGY 05	9.1	8.6	7.3	7.5	8.8	8.8	4	27
Palio ENERGY 06	9.5	9.2	10.0	8.2	10.0	9.8	1	60
Palio Halberd	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	130
Palio Hidden Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Infinite-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Palio Infinite-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Palio Infinite-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	22
Palio Jing Ke	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Palio KA	8.0	8.8	7.0	6.0	10.0	8.8	2	20
Palio KC2	7.0	8.0	7.0	6.7	(not rated)	7.5	1	12
Palio King Yue	8.0	9.5	6.7	4.0	10.0	9.5	3	20
Palio Legend-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Palio Legend-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
Palio Legend-3	8.9	8.6	5.0	6.7	7.5	9.1	2	55
Palio Legend-4	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Palio M2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	9
Palio Outer Fiber OF-001	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Outer Fiber OF-002	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Outer Fiber OF-003	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Outer Fiber OF-004	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Outer Fiber OF-005	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio R57 Soft-Carbon	8.1	8.8	5.0	5.7	8.3	8.1	3	30
Palio S4	8.0	8.5	5.0	5.2	10.0	8.5	1	17
Palio Stealth-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
Palio Stealth-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	34
Palio Stealth-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Palio T 3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio T5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Palio T7	8.1	9.0	6.6	7.9	10.0	8.5	5	50
Palio T92	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Palio TC-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Palio TC-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Palio TC-7	8.2	7.9	10.0	10.0	(not rated)	8.4	1	21
Palio TC6	8.8	9.0	7.5	6.7	8.3	9.3	6	25
Palio TCT	8.9	8.0	8.8	8.1	10.0	8.9	13	49
Palio TN Dual Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	29
Palio TOM	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio TT (Carbon)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Palio V1	8.8	8.0	7.0	5.2	(not rated)	9.1	1	49
Palio Wildish Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	33
Palio Windless-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio Windless-2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Palio ZhanLu	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
PimplePark Castro	4.5	9.0	3.0	3.7	10.0	8.0	1	75
PimplePark Murus	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	47
PingMaster SL ALL	8.0	9.5	5.0	5.2	10.0	9.5	1	22
PingMaster SL DEF	7.0	10.0	3.0	2.2	10.0	9.5	1	22
PingMaster SL OFF Carbon	8.9	9.4	5.0	6.7	10.0	9.3	3	40
PingSkills Touch	7.6	8.7	5.0	4.5	5.0	8.5	2	65
Prasidha Ambawa Magnetic OFF+	9.7	9.5	7.0	3.7	10.0	9.0	1	130
Prasidha Hinoki Cross Carbon Magnetic OFF++	9.2	8.8	7.0	8.8	10.0	9.1	4	250
Prasidha Kendo	9.4	9.6	7.0	5.7	10.0	9.7	3	287
Prasidha Kensei	9.0	8.8	7.0	5.2	10.0	9.5	1	200
Prasidha Samurai 07 ( Glass Fiber)OFF+	9.7	9.3	5.0	6.7	10.0	9.0	1	0
Prasidha Yokohama Carbon	7.0	7.0	10.0	0.0	0.0	7.0	1	0
Pro Power X2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	117
Re-Impact Rapier 44	9.0	9.0	(not rated)	(not rated)	(not rated)	(not rated)	1	285
Re-Impact Tachi	7.0	10.0	5.0	5.2	10.0	(not rated)	1	155
Re-Impact Turbo	6.0	9.0	5.0	5.2	10.0	9.5	1	175
Reactor CK-2	7.3	7.6	5.0	5.2	(not rated)	6.5	2	30
Reactor DJ200	7.3	8.8	4.7	5.0	8.3	8.1	7	17
Reactor DJ600	9.0	8.0	10.0	8.2	10.0	9.0	1	21
Reactor Hinoki Super Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	36
Reactor K-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
Red+Black Flow	7.8	9.2	5.0	5.2	(not rated)	8.7	1	47
Red+Black Kazak Combi	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	210
Red+Black Sensei	8.9	8.7	5.0	6.7	(not rated)	8.8	1	98
Ross Leidy Rapscallion	10.0	9.5	3.0	5.2	10.0	10.0	2	145
Sanwei A1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	31
Sanwei A5	8.0	9.0	6.3	7.2	8.3	8.5	3	22
Sanwei A6	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Sanwei A9	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	33
Sanwei BY1091 Even	9.2	8.8	6.0	8.2	7.5	9.0	2	65
Sanwei C2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Sanwei Carbon King T-1091A	9.0	8.7	6.7	6.7	10.0	9.0	3	55
Sanwei CC	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Sanwei Dynamo	8.7	9.4	5.0	6.7	10.0	9.3	2	35
Sanwei F1	9.1	7.8	8.5	6.7	10.0	8.7	2	37
Sanwei F1 Classic	9.1	8.0	10.0	8.2	0.0	8.0	1	34
Sanwei F3	9.0	8.5	8.0	7.3	5.0	9.0	3	33
Sanwei F3 Bulldozer	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	54
Sanwei F3 PRO	9.4	9.2	6.6	5.7	8.3	9.1	14	50
Sanwei Feather Carbon	8.7	9.3	5.0	5.2	10.0	9.3	4	52
Sanwei FEXTRA 7	8.5	9.5	4.4	5.7	8.1	9.6	16	35
Sanwei H10 1 Ply Hinoki	9.1	8.5	2.5	3.0	5.0	8.9	2	50
Sanwei H5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Sanwei HC Speed Light	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
Sanwei HC-1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Sanwei HC-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Sanwei HC-3S	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
Sanwei HC-6S	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Sanwei HC. 5	8.1	8.5	5.0	5.6	5.0	8.8	4	36
Sanwei HC. 6	9.3	9.0	7.0	8.2	10.0	9.1	4	38
Sanwei HC.5S	8.7	8.9	6.0	5.2	7.5	8.9	2	40
Sanwei King Kong 2	9.0	9.5	5.0	5.2	10.0	10.0	1	30
Sanwei Kingkong	9.0	9.0	5.0	5.2	10.0	(not rated)	1	40
Sanwei Kongno	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Sanwei M-6	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Sanwei M-8	7.2	8.0	3.7	4.7	4.2	7.9	6	13
Sanwei New Century	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	16
Sanwei Pistol	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	35
Sanwei Pistol Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Sanwei Pro F3	9.5	7.2	6.7	7.8	5.0	8.3	3	66
Sanwei Pro V5	9.1	9.2	5.0	6.7	(not rated)	9.6	2	35
Sanwei R1	9.5	8.0	7.0	8.2	10.0	8.8	2	45
Sanwei R2	10.0	9.0	7.0	8.2	10.0	9.8	3	65
Sanwei R3	10.0	8.5	7.0	6.7	10.0	9.5	2	32
Sanwei Sadius	9.0	8.0	5.0	3.7	10.0	8.5	3	40
Sanwei T1091	9.0	8.5	6.0	6.7	10.0	8.5	3	42
Sanwei T1091 AA (Hinoki Carbon)	9.6	9.7	7.0	6.7	10.0	9.5	1	160
Sanwei T502	8.0	8.7	7.0	5.2	10.0	8.1	3	20
Sanwei T651	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Sanwei Two Face	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	48
Sanwei V13	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Sanwei V5 Pro	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Sauer & Troger Black And White	7.8	9.0	7.0	6.7	(not rated)	(not rated)	1	70
Sauer & Troger Dominate All	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
Sauer & Troger Firestarter	5.0	9.0	4.3	5.7	10.0	9.0	3	56
Sauer & Troger Kasalla	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Sauer & Troger Zeus	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	146
Soulspin Roots Basalt 6	8.2	9.3	5.0	5.8	10.0	9.3	7	200
Soulspin Roots Control 4	8.6	9.7	6.0	6.0	10.0	9.9	4	138
Soulspin Roots Medium Speed 2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Soulspin Roots Speed Offensive 1	9.0	9.0	7.0	8.2	10.0	9.5	1	0
Soulspin Roots Spin Offensive 3	8.5	8.3	4.0	5.2	10.0	9.5	3	0
Soulspin Roots Various Offensive 5	8.2	9.8	5.0	4.7	10.0	9.5	3	165
SpinLord Carbon Strike	7.0	9.0	7.0	5.2	10.0	9.0	1	50
SpinLord Classic Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
SpinLord Combi Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
SpinLord Defender	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
SpinLord First Strike	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	34
SpinLord RD1	7.0	10.0	5.0	6.7	10.0	10.0	1	24
SpinLord RD2	8.0	9.0	5.0	6.7	10.0	9.5	1	24
SpinLord Ultra Allround	6.3	9.1	5.0	5.2	10.0	8.4	1	32
SpinLord Ultra Aramid	8.3	9.5	5.0	8.2	(not rated)	(not rated)	1	55
SpinLord Ultra Balsa	8.5	9.5	5.0	5.2	10.0	9.0	1	52
SpinLord Ultra Carbon Def	8.0	9.0	7.0	6.7	10.0	(not rated)	1	48
SpinLord Ultra Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	79
SpinLord Ultra Spin	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
Spintech 9th Wonder KC	8.7	7.5	7.0	5.2	10.0	8.0	1	199
Spintech Carbo Gold	9.3	7.0	5.0	8.2	10.0	8.3	1	249
Stag All Round	5.0	9.0	5.0	5.2	5.0	7.0	1	17
Stag Magnum	8.1	8.8	5.0	6.7	10.0	(not rated)	2	46
Stag Matchpoint	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	132
Stag Offensive	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Stag Peter Karlsson	8.2	8.5	6.0	6.0	10.0	7.6	3	30
Stag Peter Karlsson Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	51
Stag Sensor	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	56
Stag Sonic Speed	9.5	9.1	5.0	8.2	10.0	9.5	3	33
Stiga Active	7.8	7.9	5.0	6.7	5.0	7.6	6	29
Stiga Allround Classic	6.7	9.0	3.2	4.7	9.0	8.7	40	38
Stiga Allround Classic Carbon	7.5	8.9	5.0	5.2	9.5	9.0	11	47
Stiga Allround Classic CR	7.4	9.3	5.3	5.7	9.0	9.0	7	47
Stiga Allround Classic Oversize WRB	6.9	8.8	4.0	3.7	7.5	8.9	2	40
Stiga Allround Classic WRB	6.7	9.1	3.2	4.3	7.0	9.0	19	43
Stiga Allround Evolution	7.6	8.5	4.5	5.5	8.3	8.2	13	35
Stiga Allround NCT	7.5	9.2	4.8	5.0	9.0	9.1	30	52
Stiga Allround Oversize	6.9	8.8	4.0	3.7	7.5	8.9	2	70
Stiga Arctic Wood	9.5	8.4	7.0	6.7	10.0	9.1	1	110
Stiga Azalea Allround	8.7	9.4	3.0	5.2	10.0	9.2	1	75
Stiga Azalea Offensive	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
Stiga Carbo 7.6	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	250
Stiga Carbo 7.6 WRB	9.3	8.5	7.6	7.2	10.0	9.3	19	83
Stiga Carbo Oversize	9.3	7.8	5.5	8.7	10.0	8.8	4	98
Stiga Carbokev	9.2	6.9	6.3	7.0	5.0	8.0	7	99
Stiga Carbokev WRB	8.8	5.5	5.0	6.7	5.0	7.5	1	103
Stiga Carbonado 145	9.4	8.7	6.8	7.0	9.6	9.1	16	175
Stiga Carbonado 190	9.2	9.4	7.2	6.9	9.7	9.4	19	165
Stiga Carbonado 245	9.7	8.6	8.1	7.9	8.1	9.1	8	201
Stiga Carbonado 290	9.3	9.2	7.5	8.1	9.5	9.3	11	200
Stiga Carbonado 45	8.8	8.8	6.5	6.3	10.0	8.7	5	168
Stiga Carbonado 90	9.2	9.0	7.0	6.0	10.0	9.4	3	148
Stiga Carbonix WRB	8.3	8.2	6.0	6.1	5.8	9.0	9	110
Stiga CC5	9.4	8.9	5.1	6.5	9.2	9.4	8	130
