Rubber	Speed	Spin	Control	Tacky	Weight	SpongeHardness	Gears	ThrowAngle	Consistency	Durable	Overall	Ratings	Price
Stiga Optimum MP	8.6	8.2	7.7	2.4	4.3	5.0	3.6	4.4	10.0	7.0	8.4	10	38
Stiga Power LT	9.1	9.0	9.2	1.7	2.2	2.9	9.1	6.0	9.4	8.7	9.3	11	30
Stiga Vaporizer	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	120
Sunflex AF50	7.8	7.1	7.6	6.0	4.0	2.0	5.5	4.0	10.0	6.7	8.1	3	26
Sunflex AF50 Green	7.0	8.5	9.0	0.0	4.0	7.0	4.0	(not rated)	(not rated)	5.0	8.0	1	39
Sunflex Anti Loop	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Sunflex BZ60	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	26
Sunflex Icebreaker	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
Sunflex Sun Control	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Sunflex Sun Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
Sunflex Xonox	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Sunflex Zeno	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	34
Sunnysix Sunny3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Sunnysix Sunny7	9.0	10.0	9.0	10.0	8.0	10.0	10.0	2.0	10.0	3.0	(not rated)	1	40
Sword 2000F Back-Off	9.5	8.5	9.8	3.5	3.0	4.0	7.0	5.0	10.0	7.5	9.0	2	9
Sword 2000F Back-off (loop)	9.0	9.0	9.9	5.0	4.0	5.0	7.0	4.0	10.0	7.0	9.0	1	12
Sword 2000F Wind-A	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	8
Sword 2000F Wind-B	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Sword Ares	8.5	9.6	7.0	8.0	8.0	10.0	7.0	6.0	(not rated)	7.0	7.0	1	20
Sword Backhand II	7.0	8.0	8.0	4.0	3.0	6.0	1.0	0.0	7.5	3.0	6.0	2	10
Sword Bata	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Sword Blue Maze (44)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Sword Hero	8.0	9.0	8.3	2.7	5.3	8.0	6.0	6.0	10.0	7.5	8.4	3	14
Sword Hero Enhanced	8.8	8.2	9.0	1.3	6.0	8.0	5.0	5.3	10.0	7.5	9.0	3	16
Sword King	8.5	8.5	7.3	6.5	5.5	7.5	6.0	2.5	5.0	6.0	7.8	4	14
Sword Maze	8.7	9.2	8.8	3.7	4.4	5.4	6.0	4.3	8.8	5.8	9.2	6	35
Sword Nano	7.7	9.5	9.8	3.5	6.0	6.5	7.0	5.0	7.5	10.0	8.0	2	28
Sword Paladin	7.2	8.2	8.2	4.0	6.7	4.3	5.5	3.0	10.0	4.3	7.7	3	18
Sword Professional Break(B)	(not rated)	9.5	9.5	5.0	6.0	5.0	7.0	4.0	10.0	3.0	9.0	1	30
Sword RG	4.0	4.0	4.8	1.0	10.0	7.5	1.0	0.0	0.0	5.0	8.0	2	14
Three Sword Red Dragon	8.4	8.2	8.0	2.3	5.0	5.7	6.5	4.3	6.3	8.0	8.6	8	10
Three Sword Regal Challenge	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	5
Tibhar 1Q	8.8	8.3	7.9	3.2	5.2	6.8	7.5	5.7	8.4	7.3	9.0	24	59
Tibhar 1Q Sound	8.4	8.3	8.8	0.0	6.0	5.0	10.0	4.0	(not rated)	(not rated)	8.5	2	59
Tibhar 1Q XD	9.4	9.0	8.1	3.8	6.1	7.4	8.6	6.1	9.2	7.7	9.3	17	55
Tibhar 5Q	8.9	9.3	8.7	2.7	4.5	5.4	7.9	6.0	9.7	8.6	9.3	25	53
Tibhar 5Q Sound	8.2	9.1	9.0	1.5	3.7	1.4	7.2	4.6	10.0	8.2	9.1	19	59
Tibhar 5Q Update	9.1	9.0	9.0	2.4	4.9	5.1	9.0	6.0	10.0	8.7	9.4	9	58
Tibhar 5Q VIP	8.5	9.3	9.0	1.8	4.0	5.0	9.0	6.0	10.0	7.8	9.2	7	54
Tibhar Aurus	9.1	9.2	8.9	2.3	4.7	6.1	8.7	6.0	9.3	7.4	9.3	35	40
Tibhar Aurus Prime	9.5	9.5	8.9	2.7	5.4	6.8	8.9	6.8	8.2	8.1	9.5	22	44
Tibhar Aurus Select	9.2	9.1	9.1	1.9	4.3	5.0	7.0	6.6	10.0	7.0	9.1	7	48
Tibhar Aurus Soft	8.7	9.1	8.8	2.6	4.2	4.7	8.2	6.3	9.1	7.5	9.0	38	50
Tibhar Aurus Sound	8.6	9.1	8.7	2.6	3.8	2.2	7.7	5.0	9.4	7.5	9.1	31	50
Tibhar Aurus TC	8.5	9.6	9.0	2.0	4.0	0.0	10.0	8.0	10.0	5.0	9.0	1	28
Tibhar Bungee	8.8	8.1	8.1	6.5	4.0	7.0	7.0	6.0	10.0	7.0	8.8	2	44
Tibhar Dang	6.4	7.5	6.6	7.7	8.3	8.9	4.0	5.3	9.0	6.6	6.6	7	31
Tibhar Ellen	4.0	3.3	8.5	2.0	5.0	5.0	2.5	2.0	7.5	10.0	7.5	2	30
Tibhar Evolution EL-P	9.2	9.2	9.0	2.2	5.9	5.2	8.2	5.2	9.5	8.1	9.3	54	58
Tibhar Evolution EL-S	8.8	9.3	9.2	2.0	6.1	6.1	9.1	5.6	8.9	7.1	9.2	35	58
Tibhar Evolution FX-P	8.7	9.3	9.0	2.0	5.3	2.8	8.6	5.7	9.5	7.5	9.2	42	58
Tibhar Evolution FX-S	8.5	9.3	9.2	1.2	5.2	3.2	8.0	5.4	10.0	8.1	9.2	13	58
Tibhar Evolution MX-P	9.5	9.3	8.7	2.3	6.5	7.0	8.6	5.7	9.2	7.3	9.4	98	58
Tibhar Evolution MX-P 50	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Tibhar Evolution MX-S	9.3	9.5	9.1	2.4	6.6	7.6	8.9	5.3	9.1	7.4	9.5	78	52
Tibhar Genius	8.8	9.2	8.8	2.9	5.2	5.4	8.0	5.8	9.4	8.0	9.2	47	50
Tibhar Genius Sound	8.7	9.5	8.8	2.7	3.4	2.7	7.3	6.1	9.4	7.2	9.4	56	46
Tibhar Genius+ Optimum	9.0	9.2	8.8	2.7	4.6	5.8	9.1	5.6	9.6	6.2	9.1	25	50
Tibhar Genius+ Optimum Sound	8.8	8.7	8.2	1.3	3.0	1.5	7.5	4.8	9.2	6.6	8.4	16	57
Tibhar Grip-S	8.8	9.5	8.8	7.0	6.6	6.6	8.6	6.0	8.7	7.5	9.4	24	45
Tibhar Grip-S Europe	8.3	9.3	8.2	5.4	6.6	8.1	8.0	7.0	10.0	7.9	8.9	16	45
Tibhar Grip-S Europe Soft	8.3	9.0	8.3	5.6	5.4	5.4	7.5	6.3	10.0	7.5	9.4	9	45
Tibhar Hybrid K1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Tibhar Hybrid K1 European Version	9.3	9.6	9.4	6.5	6.0	8.5	7.0	7.0	10.0	7.0	9.6	2	40
Tibhar Hybrid K1 Plus	8.3	8.8	9.0	5.0	8.0	8.5	8.5	7.0	10.0	8.5	8.3	2	30
Tibhar Karisma	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Tibhar Learn Spin	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	12
Tibhar Legend	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	20
Tibhar Legend Destroyer	7.5	8.4	8.3	7.2	4.1	6.2	8.0	5.3	9.4	7.7	8.8	17	14
Tibhar Makss	8.1	7.8	7.9	2.0	5.0	5.0	7.0	5.0	10.0	7.0	8.5	3	30
Tibhar Nianmor	9.5	9.2	8.0	2.8	5.0	7.2	9.1	4.8	8.5	8.2	9.4	43	55
Tibhar Nianmor Soft	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Tibhar Nimbus	9.1	8.7	8.2	3.4	4.4	5.3	6.4	5.1	6.6	5.2	8.8	25	55
Tibhar Nimbus Delta S	9.2	9.5	9.5	2.0	5.0	5.0	10.0	5.0	10.0	10.0	9.6	2	50
Tibhar Nimbus Delta V	9.5	9.2	9.1	2.0	4.0	5.0	10.0	4.0	10.0	10.0	9.5	1	50
Tibhar Nimbus Medium	9.1	8.7	8.1	1.0	5.0	3.0	7.0	5.0	(not rated)	5.0	8.9	2	50
Tibhar Nimbus Soft	8.4	8.5	8.6	1.6	1.8	1.5	7.0	3.4	8.6	4.5	8.7	16	45
Tibhar Nimbus Sound	8.6	8.2	8.2	0.8	1.1	0.4	6.5	5.0	8.1	4.7	8.7	20	40
Tibhar Nimbus VIP	9.4	8.8	8.1	4.4	4.7	7.4	9.0	5.6	9.4	7.6	8.9	12	40
Tibhar Norm	5.0	6.0	10.0	2.0	2.0	3.0	4.0	2.0	10.0	10.0	8.0	1	15
Tibhar Phantom	7.0	7.2	8.7	4.0	4.0	2.0	4.0	4.0	6.7	5.0	7.3	3	12
Tibhar Phantom X-Press	8.5	8.8	9.0	5.8	4.7	5.5	6.0	4.5	8.3	6.8	8.8	8	9
Tibhar Primus	9.0	9.1	9.0	1.8	2.9	2.9	9.0	3.3	10.0	7.1	9.1	10	59
Tibhar Quantum	8.8	8.9	9.1	1.3	4.7	5.0	8.0	5.3	10.0	10.0	8.9	3	65
Tibhar Quantum S	8.8	9.3	9.6	1.3	3.3	4.3	9.0	3.3	10.0	8.5	9.7	3	65
Tibhar Quantum X	9.7	9.4	8.5	0.0	4.0	5.0	10.0	6.0	10.0	7.0	(not rated)	1	0
Tibhar Rapid	8.3	8.3	8.2	2.8	4.2	4.5	7.8	5.3	8.0	7.7	9.1	21	36
Tibhar Rapid D. TecS Soft	9.0	8.5	7.8	5.0	4.0	3.0	7.0	6.0	10.0	10.0	8.8	1	44
Tibhar Rapid D.TecS	9.2	8.4	8.0	3.3	4.0	5.7	5.5	4.0	10.0	5.5	8.5	6	48
Tibhar Rapid Soft	5.9	6.7	6.7	3.8	5.1	2.6	4.5	3.4	7.5	5.5	8.4	15	35
Tibhar Rapid X-Press	9.2	9.2	8.3	3.8	3.8	5.3	8.9	4.0	5.5	6.4	9.4	15	44
Tibhar Rookie D.TecS	6.7	6.9	7.5	3.5	5.0	2.4	5.5	6.8	10.0	4.5	7.8	6	40
Tibhar Samurai	9.5	9.4	9.1	6.0	5.0	6.0	8.5	6.0	7.5	8.5	9.3	2	0
Tibhar Sinus	9.4	8.7	7.3	3.5	4.8	5.9	7.0	4.6	10.0	5.9	9.1	15	60
Tibhar Sinus Alpha	8.8	8.6	8.2	1.9	3.8	3.8	7.0	4.8	8.1	5.9	8.7	13	46
Tibhar Sinus Sound	8.4	8.4	8.8	1.6	1.2	0.7	7.0	4.8	9.6	6.2	8.9	26	55
Tibhar Speedy Spin	7.6	7.5	8.3	4.5	6.3	6.0	4.0	4.7	8.3	8.2	8.6	7	49
Tibhar Speedy Spin FX Premium	6.8	8.0	8.8	1.0	8.0	8.5	4.0	6.0	10.0	7.5	7.3	2	40
Tibhar Speedy Spin Premium	5.7	6.6	7.8	4.3	4.0	4.0	5.0	4.5	8.8	7.3	8.2	4	42
Tibhar Super 40 Defense	6.3	9.0	8.5	2.4	3.0	4.2	6.4	3.2	9.0	7.0	8.7	10	39
Tibhar Super 40 Defense Soft	5.5	9.0	8.5	1.0	2.0	3.0	(not rated)	(not rated)	(not rated)	10.0	8.7	2	39
Tibhar Torpedo	8.6	8.1	7.9	3.1	5.5	5.9	7.0	5.7	6.9	4.1	7.7	9	28
Tibhar Torpedo Soft	9.3	7.6	7.9	1.3	5.3	3.0	7.0	4.7	10.0	8.5	8.4	3	45
Tibhar Vari Spin	7.8	8.6	8.6	3.7	4.3	3.5	6.5	4.7	8.9	6.4	8.8	18	33
Tibhar Vari Spin D.TecS	7.0	8.7	8.8	4.0	4.0	1.0	5.0	4.7	5.0	7.0	8.1	4	40
Tibhar Volcano	7.7	7.4	8.4	2.9	4.5	5.1	7.3	4.0	8.6	6.9	8.4	14	24
TSP 730	7.0	9.2	8.0	5.0	6.0	5.0	4.0	4.0	10.0	7.0	8.8	1	30
TSP 730 21	9.6	9.7	8.9	8.0	6.0	7.0	10.0	8.0	10.0	10.0	9.5	1	30
TSP 730 Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
TSP Actor	9.1	9.5	8.5	8.0	4.0	3.0	10.0	4.0	10.0	7.0	9.4	3	35
TSP Agrit	9.3	9.2	9.5	2.0	0.7	2.7	10.0	8.0	10.0	9.0	9.5	3	60
TSP Agrit Speed	8.9	8.9	8.8	2.9	5.4	6.6	7.4	6.6	8.1	7.7	9.2	9	60
TSP Basic	8.1	8.1	9.1	3.5	5.0	7.0	4.0	4.0	10.0	6.0	8.7	2	25
TSP Bjorn	8.7	7.7	8.3	2.7	3.3	4.3	6.0	4.5	5.0	3.7	7.4	4	61
TSP Bolt	7.2	7.6	8.8	2.0	2.0	5.0	4.0	2.0	10.0	7.0	8.7	1	16
TSP Brio	10.0	7.0	4.0	2.0	6.0	0.0	7.0	8.0	10.0	5.0	7.0	1	30
TSP Brio Spark	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
TSP Cesalo	7.0	8.0	9.8	0.0	2.0	0.0	10.0	4.0	10.0	7.0	8.2	1	16
TSP Deus	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
TSP Grandy	8.1	8.9	9.8	2.0	2.0	0.0	7.0	2.0	(not rated)	10.0	8.0	1	0
TSP Real	7.9	8.5	10.0	5.0	7.3	7.3	5.5	5.0	10.0	10.0	8.5	3	42
TSP Regalis Blue	9.3	9.4	9.5	2.1	4.4	5.6	9.0	5.3	9.0	8.1	9.5	14	42
TSP Regalis Red	9.4	9.5	9.4	0.7	4.2	4.8	8.0	6.0	9.4	7.8	9.2	12	40
TSP Rise	7.9	7.0	8.1	3.3	2.7	2.7	2.5	4.0	(not rated)	8.5	6.0	3	30
TSP Rise Speed	8.8	3.3	5.0	0.0	2.0	6.0	2.5	1.0	(not rated)	7.0	5.5	2	55
TSP Summit	7.0	9.0	9.0	8.0	8.0	5.0	4.0	4.0	5.0	5.0	8.7	1	45
TSP Super Ventus	9.5	9.5	9.3	0.5	5.6	6.6	9.2	5.2	10.0	9.1	9.5	14	36
TSP T-Rex	9.5	8.4	7.0	3.5	4.0	10.0	4.0	4.0	(not rated)	(not rated)	8.0	3	33
TSP T-Rex Hard	6.5	9.0	8.0	8.0	4.0	10.0	4.0	2.0	(not rated)	(not rated)	6.0	1	33
TSP Tarbit 21	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	27
TSP Triple 21	9.0	9.0	9.0	8.0	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	9.0	1	34
TSP Triple Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	34
TSP Triple Power Chop	7.0	9.0	8.0	10.0	6.0	7.0	10.0	6.0	10.0	10.0	8.0	1	34
TSP Triple Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	34
TSP Triple Speed Chop	10.0	10.0	8.0	0.0	4.0	7.0	4.0	(not rated)	(not rated)	7.0	(not rated)	1	34
TSP Triple Spin	7.5	8.1	8.5	6.0	4.0	6.6	5.8	0.8	8.0	4.6	8.5	5	34
TSP Triple Spin Chop	5.7	9.3	9.4	3.1	2.5	3.1	4.0	4.9	9.4	8.4	9.5	12	34
TSP UQ	7.0	8.0	8.5	1.0	3.0	1.5	7.0	4.0	10.0	7.0	8.0	2	17
TSP Ventus Basic	7.7	8.9	9.0	2.0	3.0	5.0	2.5	6.0	10.0	6.0	9.0	3	28
TSP Ventus Soft	8.8	9.5	9.4	1.3	2.0	1.3	8.8	6.9	9.7	8.4	9.5	22	42
TSP Ventus Speed	9.4	9.4	9.3	1.4	4.9	6.1	7.6	4.5	9.0	7.6	9.5	19	42
TSP Ventus Spin	9.0	9.6	9.2	1.5	2.9	3.4	8.6	5.9	9.8	8.5	9.5	40	48
TSP XS	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
TSP XSF-1 21 Offensive Sponge	8.8	8.2	8.6	4.5	2.7	2.6	5.0	3.3	10.0	8.0	9.3	6	32
TTMaster Master Spin	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
TTMaster S-Max	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Tuttle 2013 Positive Energy	9.0	9.0	9.0	2.0	2.0	7.0	4.0	0.0	10.0	5.0	9.0	1	10
Tuttle 55A	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	24
Tuttle 868 Factory Tuned	8.6	8.9	8.5	5.0	6.0	5.0	7.0	10.0	10.0	7.0	9.0	1	10
Tuttle A380 SKY	7.0	6.0	7.0	0.0	4.0	5.0	4.0	4.0	5.0	(not rated)	7.0	1	12
Tuttle AAA	10.0	10.0	10.0	10.0	0.0	5.0	7.0	4.0	10.0	10.0	7.5	2	0
Tuttle Beijing 2	8.5	9.3	9.1	7.2	6.5	5.7	7.9	5.5	10.0	8.2	9.1	11	15
Tuttle Beijing 3	8.3	8.7	8.4	7.4	6.4	5.0	7.0	5.6	8.8	5.8	8.9	6	15
Tuttle Beijing 3 Tuned	7.9	8.6	8.1	7.0	10.0	7.3	5.5	7.0	5.0	7.0	7.7	4	19
Tuttle Beijing 4	8.3	8.5	9.1	2.1	2.9	2.6	7.2	4.5	8.9	7.9	8.9	16	20
Tuttle Black Energy	8.0	8.0	10.0	2.0	4.0	3.0	4.0	0.0	10.0	5.0	8.5	1	15
Tuttle Bluewave	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	15
Tuttle King Of Anti Spin	6.7	5.0	8.7	0.0	4.7	1.7	5.5	2.7	5.0	7.5	5.8	3	10
Tuttle Prevention Arc	5.0	6.0	10.0	0.0	0.0	0.0	1.0	0.0	10.0	10.0	9.3	1	12
Tuttle VIP 2018	8.8	9.1	9.0	5.0	8.0	7.0	7.0	8.0	10.0	10.0	8.9	1	30
Tuttle World No.1	7.3	8.1	8.3	3.3	3.3	4.5	6.4	5.0	6.7	6.0	8.1	6	6
Uniker C339	7.0	8.0	8.0	5.0	6.0	5.0	4.0	4.0	5.0	5.0	8.0	1	10
Victas V > 01	9.1	8.9	8.4	0.9	5.1	7.0	8.0	3.7	7.9	6.9	9.0	9	50
Victas V > 01 Limber	8.9	9.3	9.4	1.0	3.6	3.9	9.2	4.3	9.7	8.8	9.4	32	42
Victas V > 01 Stiff	9.2	9.5	9.3	1.7	4.0	4.7	8.6	5.5	9.6	8.6	9.5	19	51
Victas V > 15 Limber	8.8	9.4	9.4	2.2	4.4	4.6	7.6	4.0	10.0	10.0	9.5	6	65
Victas V > 15 Stiff	9.4	9.6	9.6	0.0	4.5	5.5	10.0	5.5	10.0	10.0	9.6	4	40
Victas V>15 Extra	9.3	9.1	8.8	0.6	6.3	6.5	8.5	5.1	8.6	7.0	9.3	18	47
Victas VS > 401	8.0	9.5	9.2	1.7	8.6	8.6	8.8	4.4	9.6	8.8	9.3	19	41
Victas VS > 402 Double Extra	8.9	9.4	9.3	1.2	6.5	6.7	9.2	5.6	10.0	10.0	9.3	11	35
Victas VS > 402 Limber	8.9	9.4	9.4	1.7	3.7	3.4	9.1	6.3	10.0	8.3	9.5	7	48
Winning Mad-X	8.5	7.0	8.5	2.0	4.0	7.0	7.0	2.0	5.0	3.0	8.0	1	25
Xiom Max Leverage	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	44
Xiom Musa	7.2	8.2	8.5	2.7	3.7	4.4	7.0	4.2	8.8	8.1	8.3	15	30
Xiom Musa 1	9.0	9.0	10.0	5.0	4.0	3.0	10.0	6.0	10.0	7.0	9.1	1	30
Xiom Musa II	8.0	8.5	9.1	1.2	4.4	4.6	5.8	4.0	10.0	7.3	8.4	6	28
Xiom Musa III	7.5	8.5	8.8	2.8	4.5	3.0	7.0	4.0	7.5	6.0	8.9	4	33
Xiom Musa III China	9.0	9.0	9.0	2.0	8.0	7.0	7.0	6.0	(not rated)	5.0	9.3	1	30
Xiom Omega 1 Asian	8.5	8.3	8.1	4.0	4.0	6.7	4.0	4.7	7.5	8.5	8.4	3	45
Xiom Omega 1 Euro	8.0	8.0	7.0	5.0	(not rated)	3.0	(not rated)	(not rated)	5.0	5.0	7.0	1	48
